X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,CITY_NAME2,POP_updated,POP_updated_year,POP_SOURCE_updated,comments
-9966322.985,1685973.903,335,335,Zacapa,GTM-ZAC,Zacapa,GT,Guatemala,Provincial capital,0,0, ,0,1, ,Zacapa,60370,2018,citypopulation.de,
-9967992.107,1665816.05,336,336,Chiquimula,GTM-CHQ,Chiquimula,GT,Guatemala,Provincial capital,0,0, ,0,1, ,Chiquimula,111505,2018,citypopulation.de,
-9882721.484,1662247.502,337,337,Santa Rosa,HND-COP,Copan,HO,Honduras,Provincial capital,0,0, ,0,0, ,Santa Rosa,61800,2023,citypopulation.de,
-10017529.85,1646940.791,338,338,Jalapa,GTM-JAL,Jalapa,GT,Guatemala,Provincial capital,0,0, ,0,1, ,Jalapa,159840,2018,citypopulation.de,
-9927694.675,1624400.525,339,339,Nueva Ocotepeque,HND-OCT,Ocotepeque,HO,Honduras,Provincial capital,0,0, ,0,0, ,Nueva Ocotepeque,11843,2013,citypopulation.de,
-10007288.68,1607508.881,340,340,Jutiapa,GTM-JUT,Jutiapa,GT,Guatemala,Provincial capital,0,0, ,0,1, ,Jutiapa,145880,2018,citypopulation.de,
-9917898.331,1582478.675,341,341,Chalatenango,SLV-CHL,Chalatenango,ES,El Salvador,Provincial capital,0,0, ,0,1, ,Chalatenango,13951,2007,citypopulation.de,
-9799232.208,1747122.132,342,342,San Pedro Sula,HND-CRT,Cortes,HO,Honduras,Provincial capital,598519,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,San Pedro Sula,598519,2013,citypopulation.de,
-9717078.42,1696115.555,343,343,Yoro,HND-YOR,Yoro,HO,Honduras,Provincial capital,0,0, ,0,1, ,Yoro,21052,2013,citypopulation.de,
-9822386.557,1679867.287,344,344,Santa Barbara,HND-SBR,Santa Barbara,HO,Honduras,Provincial capital,0,0, ,0,1, ,Santa Barbara,24230,2013,citypopulation.de,
-9861047.915,1641223.611,345,345,Gracias,HND-LMP,Lempira,HO,Honduras,Provincial capital,0,0, ,0,0, ,Gracias,12697,2013,citypopulation.de,
-9756373.977,1626354.849,346,346,Comayagua,HND-CMY,Comayagua,HO,Honduras,Provincial capital,93115,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Comayagua,92883,2013,citypopulation.de,
-9814672.107,1612449.149,347,347,La Esperanza,HND-INT,Intibuca,HO,Honduras,Provincial capital,0,0, ,0,0, ,La Esperanza,8124,2013,citypopulation.de,
-9760938.526,1610954.969,348,348,La Paz,HND-LPA,La Paz,HO,Honduras,Provincial capital,0,0, ,0,1, ,La Paz,24617,2013,citypopulation.de,
-9707393.287,1585577.469,349,349,Tegucigalpa,HND-FMR,Francisco Morazan,HO,Honduras,National and provincial capital,996658,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Tegucigalpa,996658,2013,citypopulation.de,
-9699267.078,1416807.692,350,350,Chinandega,NIC-CHN,Chinandega,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Chinandega,115687,2023,citypopulation.de,
-9535627.764,1399359.076,351,351,Boaco,NIC-BOA,Boaco,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Boaco,26398,2023,citypopulation.de,
-9671548.198,1395026.239,352,352,Leon,NIC-LEO,Leon,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Leon,177270,2023,citypopulation.de,
-9603866.497,1362897.903,353,353,Managua,NIC-MAN,Managua,NU,Nicaragua,National and provincial capital,1192000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020,Managua,1055111,2023,citypopulation.de,
-9503345.33,1357546.681,354,354,Juigalpa,NIC-CHT,Chontales,NU,Nicaragua,Provincial capital,0,0, ,0,0, ,Juigalpa,54124,2023,citypopulation.de,
-9584051.404,1342180.716,355,355,Masaya,NIC-MAS,Masaya,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Masaya,140721,2023,citypopulation.de,
-9569023.283,1337515.101,356,356,Granada,NIC-GRN,Granada,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Granada,106719,2023,citypopulation.de,
-9595183.238,1328186.982,357,357,Jinotepe,NIC-CAR,Carazo,NU,Nicaragua,Provincial capital,0,0, ,0,0, ,Jinotepe,40612,2023,citypopulation.de,
-9554885.806,1281133.081,358,358,Rivas,NIC-RIV,Rivas,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Rivas,35968,2023,citypopulation.de,
-9668208.941,1567792.243,359,359,Yuscaran,HND-EPA,El Paraiso,HO,Honduras,Provincial capital,0,0, ,0,0, ,Yuscaran,2165,2013,citypopulation.de,
-9626130.182,1531800.798,360,360,Ocotal,NIC-NSE,Nueva Segovia,NU,Nicaragua,Provincial capital,0,0, ,0,0, ,Ocotal,49538,2023,citypopulation.de,
-9638375.101,1514166.662,361,361,Somoto,NIC-MDR,Madriz,NU,Nicaragua,Provincial capital,0,0, ,0,0, ,Somoto,21299,2023,citypopulation.de,
-9573476.62,1470131.171,362,362,Jinotega,NIC-JNT,Jinotega,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Jinotega,57605,2023,citypopulation.de,
-9613105.792,1469673.44,363,363,Esteli,NIC-EST,Esteli,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Esteli,112132,2023,citypopulation.de,
-9564236.312,1450708.475,364,364,Matagalpa,NIC-MTG,Matagalpa,NU,Nicaragua,Provincial capital,0,0, ,0,1, ,Matagalpa,114120,2023,citypopulation.de,
-9977343.607,2389851.151,365,365,Merida,MEX-YCT,Yucatan,MX,Mexico,Provincial capital,1237697,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Merida,921771,2020,citypopulation.de,
-9828509.017,2095921.417,366,366,Chetumal,MEX-QRO,Quintana Roo,MX,Mexico,Provincial capital,265298,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Chetumal,169028,2020,citypopulation.de,
-9839307.217,2084186.542,367,367,Corozal,BLZ-CRZ,Corozal,BH,Belize,Provincial capital,0,0, ,0,1, ,Corozal,9726,2024,citypopulation.de,
-9858120.435,2047265.614,368,368,Orange Walk,BLZ-OWA,Orange Walk,BH,Belize,Provincial capital,0,0, ,0,1, ,Orange Walk,14705,2024,citypopulation.de,
-9816375.29,1978639.626,369,369,Belize,BLZ-BLZ,Belize,BH,Belize,Provincial capital,0,0, ,9590,1, ,Belize,65222,2024,citypopulation.de,
-9914225.459,1938991.709,370,370,El Cayo,BLZ-CAY,Cayo,BH,Belize,Provincial capital,0,0, ,0,0, ,El Cayo,,,,
-9885171.072,1934798,371,371,Belmopan,BLZ-CAY,Cayo,BH,Belize,National capital,13939,7,"Less than 50,000",0,0,UN_Data_2010_2020,Belmopan,21974,2024,citypopulation.de,
-9819937.964,1916751.224,372,372,Stann Creek Town,BLZ-SCR,Stann Creek,BH,Belize,Provincial capital,0,0, ,0,0, ,Stann Creek Town,9649,2024,citypopulation.de,
-10005840.96,1912329.303,373,373,Flores,GTM-PET,Peten,GT,Guatemala,Provincial capital,0,0, ,0,0, ,Flores,38186,2018,citypopulation.de,
-7918525.695,2447611.185,374,374,Grand Turk,TCA,Turks & Caicos Is.,TK,Turks & Caicos Is.,National and provincial capital,4831,7,"Less than 50,000",10020,0,UN_Data_2010_2020,Grand Turk,4831,2012,citypopulation.de,
-8107341.143,2264948.713,375,375,Port-De-Paix,HTI-NOU,Nord-Ouest,HA,Haiti,Provincial capital,0,0, ,10920,0, ,Port-De-Paix,99580,2009,citypopulation.de,
-7975596.525,2254441.606,376,376,Monte Cristi,DOM-MCR,Monte Cristi,DR,Dominican Republic,Provincial capital,0,0, ,10970,1, ,Monte Cristi,18773,2022,citypopulation.de,
-7869202.364,2248195.744,377,377,Puerto Plata,DOM-PPL,Puerto Plata,DR,Dominican Republic,Provincial capital,128240,5,"100,000 to 249,999",10980,1,UN_Data_2010_2020,Puerto Plata,132878,2022,citypopulation.de,
-8038764.779,2244095.785,378,378,Cap-Haitien,HTI-NOR,Nord,HA,Haiti,Provincial capital,0,0, ,10930,0, ,Cap-Haitien,155505,2009,citypopulation.de,
-8257790.77,1260469.685,379,379,Santa Marta,COL-MGD,Magdalena,CO,Colombia,Provincial capital,479853,4,"250,000 to 499,999",11940,0,UN_Data_2010_2020,Santa Marta,496800,2023,citypopulation.de,
-8673346.658,2437964.687,380,380,Camaguey,CUB-CMG,Camaguey,CU,Cuba,Provincial capital,309542,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Camaguey,310819,2022,citypopulation.de,
-8566034.772,2387825.399,381,381,Victoria De Las Tunas,CUB-LTU,Las Tunas,CU,Cuba,Provincial capital,173979,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Victoria De Las Tunas,176139,2022,citypopulation.de,
-8489447.408,2378885.994,382,382,Holguin,CUB-HLG,Holguin,CU,Cuba,Provincial capital,298466,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Holguin,302890,2022,citypopulation.de,
-8584179.747,2313826.813,383,383,Manzanillo,CUB-GRN,Granma,CU,Cuba,Provincial capital,0,0, ,10460,0, ,Manzanillo,98904,2012,citypopulation.de,
-8372227.985,2289978.846,384,384,Guantanamo,CUB-GNT,Guantanamo,CU,Cuba,Provincial capital,215545,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Guantanamo,213375,2022,citypopulation.de,
-8441245.176,2276466.224,385,385,Santiago De Cuba,CUB-SDC,Santiago de Cuba,CU,Cuba,Provincial capital,433494,4,"250,000 to 499,999",10370,0,UN_Data_2010_2020,Santiago De Cuba,431411,2022,citypopulation.de,
-8250305.759,2112588.682,386,386,Jeremie,HTI-GAN,Grand Anse,HA,Haiti,Provincial capital,0,0, ,0,0, ,Jeremie,34788,2009,citypopulation.de,
-8209589.551,2059799.622,387,387,Les Cayes,HTI-SUD,Sud,HA,Haiti,Provincial capital,0,0, ,0,0, ,Les Cayes,71236,2009,citypopulation.de,
-8644631.909,2093760.018,388,388,Falmouth,JAM-TRL,Trelawny,JM,Jamaica,Provincial capital,0,0, ,10620,0, ,Falmouth,8686,2011,citypopulation.de,
-8674126.111,2092517.795,389,389,Montego Bay,JAM-SJA,Saint James,JM,Jamaica,Provincial capital,111037,5,"100,000 to 249,999",10610,0,UN_Data_2010_2020,Montego Bay,110115,2011,citypopulation.de,
-8702846.883,2089466.442,390,390,Lucea,JAM-HNV,Hanover,JM,Jamaica,Provincial capital,0,0, ,10600,0, ,Lucea,7131,2011,citypopulation.de,
-8677131.735,2056753.183,391,391,Savanna La Mar,JAM-WST,Westmoreland,JM,Jamaica,Provincial capital,0,0, ,10800,0, ,Savanna La Mar,22633,2011,citypopulation.de,
-8627260.381,2041411.848,392,392,Mandeville,JAM-MNC,Manchester,JM,Jamaica,Provincial capital,0,0, ,0,0, ,Mandeville,49695,2011,citypopulation.de,
-8666444.727,2041176.891,393,393,Black River,JAM-SEL,Saint Elizabeth,JM,Jamaica,Provincial capital,0,0, ,10780,0, ,Black River,5352,2011,citypopulation.de,
-8549336.515,2041446.623,394,394,Halfway Tree,JAM-SND,Saint Andrew,JM,Jamaica,Provincial capital,0,0, ,0,0, ,Halfway Tree,5331,2011,citypopulation.de,
-8593811.771,2088250.892,395,395,St. Anns Bay,JAM-SAN,Saint Ann,JM,Jamaica,Provincial capital,0,0, ,10650,0, ,St. Anns Bay,11173,2011,citypopulation.de,
-8560468.348,2081723.403,396,396,Port Maria,JAM-SMA,Saint Mary,JM,Jamaica,Provincial capital,0,0, ,10680,0, ,Port Maria,7463,2011,citypopulation.de,
-8502583.009,2056167.994,397,397,Port Antonio,JAM-PRT,Portland,JM,Jamaica,Provincial capital,0,0, ,10710,0, ,Port Antonio,14816,2011,citypopulation.de,
-8566257.194,2036962.846,398,398,Spanish Town,JAM-SCT,Saint Catherine,JM,Jamaica,Provincial capital,149479,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Spanish Town,147152,2011,citypopulation.de,
-8598651.833,2033920.836,399,399,May Pen,JAM-CLR,Clarendon,JM,Jamaica,Provincial capital,0,0, ,0,0, ,May Pen,61548,2011,citypopulation.de,
-8549283.424,2033677.54,400,400,Kingston,JAM-KNG,Kingston,JM,Jamaica,National and provincial capital,592291,3,"500,000 to 999,999",10770,1,UN_Data_2010_2020,Kingston,584627,2011,citypopulation.de,
-8496905.375,2024794.333,401,401,Port Morant,JAM-STH,Saint Thomas,JM,Jamaica,Provincial capital,0,0, ,10740,0, ,Port Morant,2905,2011,citypopulation.de,
-7997730.965,2233454.543,402,402,Fort-Liberte,HTI-NES,Nord-Est,HA,Haiti,Provincial capital,0,0, ,0,0, ,Fort-Liberte,20463,2009,citypopulation.de,
-7982163.828,2219561.486,403,403,Dajabon,DOM-DJB,Dajabon,DR,Dominican Republic,Provincial capital,0,0, ,0,1, ,Dajabon,24495,2022,citypopulation.de,
-8091702.862,2207988.321,404,404,Gonaives,HTI-ART,Artibonite,HA,Haiti,Provincial capital,0,0, ,0,0, ,Gonaives,228725,2009,citypopulation.de,
-8015448.136,2171779.106,405,405,Hinche,HTI-CNT,Centre,HA,Haiti,Provincial capital,0,0, ,0,0, ,Hinche,30595,2009,citypopulation.de,
-7982386.232,2140341.989,406,406,Elias Pina,DOM-LST,La Estrelleta,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Elias Pina,15083,2022,citypopulation.de,
-8053197.793,2099281.241,407,407,Port-au-Prince,HTI-OUE,Ouest,HA,Haiti,National and provincial capital,2874000,2,"1,000,000 to 4,999,999",10880,0,UN_Habitat_2020,Port-au-Prince,875978,2009,citypopulation.de,
-7998416.246,2095335.097,408,408,Jimani,DOM-IND,Independencia,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Jimani,11346,2022,citypopulation.de,
-8074782.202,2065073.181,409,409,Jacmel,HTI-SES,Sud-Est,HA,Haiti,Provincial capital,0,0, ,10820,0, ,Jacmel,39643,2009,citypopulation.de,
-7986171.327,2041996.617,410,410,Pedernales,DOM-PDR,Pedernales,DR,Dominican Republic,Provincial capital,0,0, ,0,1, ,Pedernales,20595,2022,citypopulation.de,
-7912032.538,2220033.544,411,411,Mao,DOM-VLV,Valverde,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Mao,59717,2022,citypopulation.de,
-7942087.805,2214482.422,412,412,Sabaneta,DOM-SRD,Santiago Rodrigu,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Sabaneta,19116,2022,citypopulation.de,
-7871066.865,2208697.019,413,413,Santiago,DOM-SNT,Santiago,DR,Dominican Republic,Provincial capital,591985,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,Santiago,612595,2022,citypopulation.de,
-7850584.525,2201732.226,414,414,Moca,DOM-ESP,Espaillat,DR,Dominican Republic,Provincial capital,94981,6,"50,000 to 99,999",0,0,UN_Data_2010_2020,Moca,63158,2022,citypopulation.de,
-7838751.365,2200080.618,415,415,Salcedo,DOM-SLC,Salcedo,DR,Dominican Republic,Provincial capital,0,0, ,0,1, ,Salcedo,13897,2022,citypopulation.de,
-7853590.15,2184391.699,416,416,La Vega,DOM-LVE,La Vega,DR,Dominican Republic,Provincial capital,202864,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,La Vega,123677,2022,citypopulation.de,
-7837893.768,2148108.905,417,417,Bonao,DOM-MNV,Monsenor Novel,DR,Dominican Republic,Provincial capital,76241,6,"50,000 to 99,999",0,0,UN_Data_2010_2020,Bonao,71767,2022,citypopulation.de,
-7929175.639,2132226.769,418,418,San Juan,DOM-SJU,San Juan,DR,Dominican Republic,Provincial capital,78313,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,San Juan,78716,2022,citypopulation.de,
-7950660.848,2093691.358,419,419,Neiba,DOM-BAO,Baoruco,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Neiba,24928,2022,citypopulation.de,
-7873516.453,2090757.066,420,420,Azua,DOM-AZU,Azua,DR,Dominican Republic,Provincial capital,59319,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Azua,70282,2022,citypopulation.de,
-7829211.504,2070348.104,421,421,Bani,DOM-PER,Peravia,DR,Dominican Republic,Provincial capital,92153,6,"50,000 to 99,999",0,0,UN_Data_2010_2020,Bani,77316,2022,citypopulation.de,
-7914815.759,2061908.882,422,422,Barahona,DOM-BRH,Barahona,DR,Dominican Republic,Provincial capital,0,0, ,0,1, ,Barahona,84940,2022,citypopulation.de,
-7812111.51,2065469.805,423,423,Punta Palenque,DOM-PER,Peravia,DR,Dominican Republic,Other,0,0, ,11046,0, ,Punta Palenque,,,,
-7775332.651,2199254.35,424,424,Nagua,DOM-MTS,Maria Trinidad S,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Nagua,40933,2022,citypopulation.de,
-7820639.474,2190406.511,425,425,San Francisco De Macoris,DOM-DUA,Duarte,DR,Dominican Republic,Provincial capital,149508,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,San Francisco De Macoris,207378,2022,citypopulation.de,
-7718003.348,2179911.811,426,426,Samana,DOM-SAM,Samana,DR,Dominican Republic,Provincial capital,0,0, ,11000,1, ,Samana,15747,2022,citypopulation.de,
-7809285.219,2161883.795,427,427,Cotui,DOM-SRM,Sanchez Ramirez,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Cotui,52535,2022,citypopulation.de,
-7768319.527,2132226.769,428,428,Monte Plata,DOM-MPL,Monte Plata,DR,Dominican Republic,Provincial capital,0,0, ,0,1, ,Monte Plata,15468,2022,citypopulation.de,
-7781121.496,2094864.988,429,429,Santo Domingo,DOM-SDM,Santo Domingo,DR,Dominican Republic,National and provincial capital,965040,3,"500,000 to 999,999",11040,1,UN_Data_2010_2020,Santo Domingo,2752784,2022,citypopulation.de,
-7804498.249,2086298.336,430,430,San Cristobal,DOM-SCR,San Cristobal,DR,Dominican Republic,Provincial capital,216875,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,San Cristobal,167466,2022,citypopulation.de,
-7709653.704,2127170.471,431,431,Hato Mayor,DOM-HMJ,Hato Major,DR,Dominican Republic,Provincial capital,0,0, ,0,0, ,Hato Mayor,26450,2022,citypopulation.de,
-7684941.443,2127170.471,432,432,El Seibo,DOM-ESE,El Seibo,DR,Dominican Republic,Provincial capital,0,0, ,0,1, ,El Seibo,28976,2022,citypopulation.de,
-7648539.305,2109777.411,433,433,Higuey,DOM-LAL,La Altagracia,DR,Dominican Republic,Provincial capital,168501,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Higuey,210278,2022,citypopulation.de,
-7715331.338,2090992.595,434,434,San Pedro De Macoris,DOM-SPD,San Pedro de Macor¡s,DR,Dominican Republic,Provincial capital,195307,5,"100,000 to 249,999",11030,0,UN_Data_2010_2020,San Pedro De Macoris,207378,2022,citypopulation.de,
-7677482.481,2087471.536,435,435,La Romana,DOM-LRO,La Romana,DR,Dominican Republic,Provincial capital,130426,5,"100,000 to 249,999",11020,1,UN_Data_2010_2020,La Romana,265313,2022,citypopulation.de,
-8518389.589,385065.0824,436,436,Cali,COL-VDC,Valle del Cauca,CO,Colombia,Provincial capital,1822869,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Cali,2234400,2023,citypopulation.de,
-8527518.686,269473.4158,437,437,Popayan,COL-CAU,Cauca,CO,Colombia,Provincial capital,277270,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Popayan,278000,2023,citypopulation.de,
-8417423.598,178802.073,438,438,Florencia,COL-CAQ,Caqueta,CO,Colombia,Provincial capital,156789,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Florencia,157300,2023,citypopulation.de,
-8601991.09,135152.0824,439,439,Pasto,COL-NAR,Narino,CO,Colombia,Provincial capital,352326,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Pasto,319700,2023,citypopulation.de,
-8529187.808,127914.998,440,440,Mocoa,COL-PTM,Putumayo,CO,Colombia,Provincial capital,0,0, ,0,0, ,Mocoa,44300,2023,citypopulation.de,
-8653086.722,91507.42508,441,441,Tulcan,ECU-CRC,Carchi,EC,Ecuador,Provincial capital,0,0, ,0,0, ,Tulcan,56719,2022,citypopulation.de,
-8697502.864,40408.90564,442,442,Ibarra,ECU-IMB,Imbabura,EC,Ecuador,Provincial capital,139721,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Ibarra,157941,2022,citypopulation.de,
-8166620.109,618455.7465,443,443,Tunja,COL-BOY,Boyaca,CO,Colombia,Provincial capital,167991,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Tunja,177700,2023,citypopulation.de,
-8406625.379,564792.5407,444,444,Manizales,COL-CLD,Caldas,CO,Colombia,Provincial capital,400436,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Manizales,430300,2023,citypopulation.de,
-8423211.43,533060.1637,445,445,Pereira,COL-RSR,Risaralda,CO,Colombia,Provincial capital,409670,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Pereira,406700,2023,citypopulation.de,
-8426662.893,504914.7093,446,446,Armenia,COL-QUI,Quindio,CO,Colombia,Provincial capital,275641,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Armenia,300200,2023,citypopulation.de,
-8376123.278,494865.1735,447,447,Ibague,COL-TOL,Tolima,CO,Colombia,Provincial capital,500686,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Ibague,503600,2023,citypopulation.de,
-8197567.035,462380.2446,448,448,Villavicencio,COL-MET,Meta,CO,Colombia,Provincial capital,451212,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Villavicencio,531600,2023,citypopulation.de,
-8380576.616,326196.4497,449,449,Neiva,COL-HUI,Huila,CO,Colombia,Provincial capital,314526,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Neiva,354800,2023,citypopulation.de,
-8246604.832,515995.7799,450,450,Bogota,COL-DES,Distrito Especial,CO,Colombia,National capital and provincial capital enclave,7181469,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,Bogota,7876000,2023,citypopulation.de,
-8327366.005,1230291.95,451,451,Barranquilla,COL-ATL,Atlantico,CO,Colombia,Provincial capital,1120103,2,"1,000,000 to 4,999,999",11930,0,UN_Data_2010_2020,Barranquilla,1322900,2023,citypopulation.de,
-8154263.979,1171716.711,452,452,Valledupar,COL-CES,Cesar,CO,Colombia,Provincial capital,459349,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Valledupar,490300,2023,citypopulation.de,
-8408406.706,1165717.327,453,453,Cartagena,COL-BLV,Bolivar,CO,Colombia,Provincial capital,887946,3,"500,000 to 999,999",11910,0,UN_Data_2010_2020,Cartagena,931500,2023,citypopulation.de,
-8392599.113,1040636.887,454,454,Sincelejo,COL-SUC,Sucre,CO,Colombia,Provincial capital,274622,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Sincelejo,273100,2023,citypopulation.de,
-8447145.232,978642.3492,455,455,Monteria,COL-CRD,Cordoba,CO,Colombia,Provincial capital,433723,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Monteria,407500,2023,citypopulation.de,
-8698200.175,938211.2363,456,456,La Palma,PAN-DAR,Darien,PM,Panama,Provincial capital,0,0, ,0,0, ,La Palma,1449,2023,citypopulation.de,
-8414862.799,696122.4317,457,457,Medellin,COL-ANT,Antioquia,CO,Colombia,Provincial capital,2372330,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Medellin,2553600,2023,citypopulation.de,
-8533084.096,634563.162,458,458,Quibdo,COL-CHO,Choco,CO,Colombia,Provincial capital,120679,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Quibdo,121700,2023,citypopulation.de,
-7974594.65,1191872.929,459,459,Maracaibo,VEN-ZUL,Zulia,VE,Venezuela,Provincial capital,1653215,2,"1,000,000 to 4,999,999",11960,0,UN_Data_2010_2020,Maracaibo,2262600,2019,citypopulation.de,
-7840454.567,1048308.791,460,460,Trujillo,VEN-TRJ,Trujillo,VE,Venezuela,Provincial capital,0,0, ,0,1, ,Trujillo,45600,2019,citypopulation.de,
-7920269.958,961075.6881,461,461,Merida,VEN-MER,Merida,VE,Venezuela,Provincial capital,248410,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Merida,289800,2019,citypopulation.de,
-8070997.106,881212.5357,462,462,Cucuta,COL-NDS,Norde de Santander,CO,Colombia,Provincial capital,629414,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Cucuta,777400,2023,citypopulation.de,
-8040383.813,867054.3513,463,463,San Cristobal,VEN-TCH,Tachira,VE,Venezuela,Provincial capital,282830,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,San Cristobal,284600,2019,citypopulation.de,
-8139680.683,793856.9855,464,464,Bucaramanga,COL-SNT,Santander,CO,Colombia,Provincial capital,528855,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Bucaramanga,605000,2023,citypopulation.de,
-7876744.481,790043.6953,465,465,Arauca,COL-ARA,Arauca,CO,Colombia,Provincial capital,0,0, ,0,1, ,Arauca,85300,2023,citypopulation.de,
-7529093.711,631767.234,466,466,Puerto Ayacucho,VEN-AMZ,Amazonas,VE,Venezuela,Provincial capital,0,0, ,0,0, ,Puerto Ayacucho,116300,2019,citypopulation.de,
-7652769.226,1156889.738,467,467,San Felipe,VEN-YRC,Yaracuy,VE,Venezuela,Provincial capital,0,0, ,0,0, ,San Felipe,174300,2019,citypopulation.de,
-7524529.181,1146594.17,468,468,Maracay,VEN-ARA,Aragua,VE,Venezuela,Provincial capital,419052,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Maracay,464700,2019,citypopulation.de,
-7570059.403,1139016.186,469,469,Valencia,VEN-CRB,Carabobo,VE,Venezuela,Provincial capital,888109,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Valencia,1585500,2019,citypopulation.de,
-7718781.806,1126350.701,470,470,Barquisimeto,VEN-LAR,Lara,VE,Venezuela,Provincial capital,881127,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Barquisimeto,1089100,2019,citypopulation.de,
-7635403.722,1080251.38,471,471,San Carlos,VEN-CJD,Cojedes,VE,Venezuela,Provincial capital,0,0, ,0,0, ,San Carlos,107100,2019,citypopulation.de,
-7764534.45,1010980.585,472,472,Guanare,VEN-PRT,Portuguesa,VE,Venezuela,Provincial capital,160234,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Guanare,175400,2019,citypopulation.de,
-7815741.293,964340.5758,473,473,Barinas,VEN-BRN,Barinas,VE,Venezuela,Provincial capital,389578,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Barinas,356800,2019,citypopulation.de,
-8060198.905,596091.0788,474,474,Yopal,COL-CSN,Casanare,CO,Colombia,Provincial capital,156942,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Yopal,164900,2023,citypopulation.de,
-7554886.009,432584.4076,475,475,Puerto Inirida,COL-GUI,Guainia,CO,Colombia,Provincial capital,0,0, ,0,0, ,Puerto Inirida,25000,2023,citypopulation.de,
-8079568.159,287413.0566,476,476,San Jose Del Guavuare,COL-GUA,Guaviare,CO,Colombia,Provincial capital,0,0, ,0,0, ,San Jose Del Guavuare,42800,2023,citypopulation.de,
-7816965.59,140942.2838,477,477,Mitu,COL-VAU,Vaupes,CO,Colombia,Provincial capital,0,0, ,0,0, ,Mitu,10400,2023,citypopulation.de,
-8840173.933,5422331.42,478,478,Toronto,CAN-ONT,Ontario,CA,Canada,Provincial capital,2965713,2,"1,000,000 to 4,999,999",3000,0,UN_Data_2010_2020,Toronto,3110984,2023,citypopulation.de,
