FID,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,POP_SOURCE,geometry,CITY_NAME,POP_updated,POP_updated_year,capital,index__water,Name1__waterbody,Name2__waterbody,Name3__waterbody,TYPE__waterbody,ISO_CC__waterbody,SHAPE_Length__waterbody,SHAPE_Area__waterbody,distance_water,index__sea,Name1__sea,Name2__sea,Name3__sea,TYPE__sea,ISO_CC__sea,SHAPE_Length__sea,SHAPE_Area__sea,distance_sea,POP_rank_updated,city_type,all_coast,all_inland,single_city_cntry,UN,pop_diff,first_batch
2143,FIN-KSU,Keski-Suomi,FI,Finland,Provincial capital,139519,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (2866254.396059826 8917471.14961708),Jyvaskyla,147746.0,2023.0,0,1239683,,,,Inland perennial,FI,0.1951658202993089,0.000506094061665,1.7955056199561243,2803598,Gulf of Finland,Baltic Sea,Atlantic Ocean,Ocean or Sea,,51.467344089594064,1.2114818859673917,408.18579560275134,5,inland,0,0,0,1,526754.0,1
2526,FJI,Fiji,FJ,Fiji,National capital,0,0, , ,POINT (19864709.91923504 -2053301.299439344),Suva,185913.0,2017.0,1,2366241,Pacific Ocean,,,Ocean or Sea,,1.7339890211595528,0.0501043542079992,1.3752588041448444,2366241,Pacific Ocean,,,Ocean or Sea,,1.7339890211595528,0.0501043542079992,1.3752588041448444,5,coast,1,0,1,1,,0
27,FLK,Falkland Islands,FK,Falkland Is.,National and provincial capital,2108,7,"Less than 50,000",UN_Data_2010_2020,POINT (-6439721.509867124 -6746242.657097236),Stanley,2634.0,2016.0,1,2779437,Atlantic Ocean,,,Ocean or Sea,,0.3188648326552495,0.0008252453538722,1.5182603300679711,2779437,Atlantic Ocean,,,Ocean or Sea,,0.3188648326552495,0.0008252453538722,1.5182603300679711,7,coast,1,0,1,0,,0
1453,FSM,Micronesia,FM,Micronesia,National capital,0,0, , ,POINT (17612603.17870659 777447.7894506138),Palikir,6647.0,2010.0,1,2468420,Pacific Ocean,,,Ocean or Sea,,1.5994901818876146,0.0493485128293543,0.0,2468420,Pacific Ocean,,,Ocean or Sea,,1.5994901818876146,0.0493485128293543,0.0,7,coast,1,0,1,1,,0
1601,FRO,Faeroe Islands,FO,Faroe Is.,National and provincial capital,13408,7,"Less than 50,000",UN_Data_2010_2020,POINT (-753632.6812112168 8864123.482448604),Torshavn,14099.0,2024.0,1,2624325,Atlantic Ocean,,,Ocean or Sea,,17.77578477213819,1.967866381290896,1.6873863424044584,2624325,Atlantic Ocean,,,Ocean or Sea,,17.77578477213819,1.967866381290896,1.6873863424044584,7,coast,1,0,1,0,,0
19,PYF,French Polynesia,FP,French Polynesia,National and provincial capital,25763,7,"Less than 50,000",UN_Data_2010_2020,POINT (-16650057.31771281 -1983191.794427712),Papeete,26654.0,2022.0,1,2664514,Pacific Ocean,,,Ocean or Sea,,1.1823097752150455,0.0499625229941557,0.0521224415293616,2664514,Pacific Ocean,,,Ocean or Sea,,1.1823097752150455,0.0499625229941557,0.0521224415293616,7,coast,1,0,1,0,,0
1937,FRA-IDF,Ile-de-France,FR,France,National and provincial capital,2206488,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (262152.1853020673 6250849.855410966),Paris,2133111.0,2021.0,1,2242165,Seine,,,Inland perennial,FR,8.454049486439276,0.0060702088238957,0.6199751193948395,2709865,English Channel,Atlantic Ocean,,Ocean or Sea,,0.9791814311552988,0.0362990234496314,229.65140589704325,2,inland,0,0,0,1,,1
1919,FRA-PAC,Provence-Alpes-Cote d'Azur,FR,France,Provincial capital,861635,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (599455.1561641973 5355452.243053542),Marseille,873076.0,2021.0,0,2602949,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.069841941359119,0.0091011114942455,1.9172198676825285,2602949,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.069841941359119,0.0091011114942455,1.9172198676825285,3,coast,0,0,0,1,1260035.0,1
1713,GMB-BNJ,Banjul,GA,The Gambia,National capital and provincial capital enclave,0,0, , ,POINT (-1847546.385265865 1512788.226379486),Banjul,31054.0,2013.0,1,2258480,Gambia,,,Inland perennial,GM,4.33631505823568,0.0545238179217591,0.0659229139801054,2803660,Atlantic Ocean,,,Ocean or Sea,,0.999249379513272,0.0348455613113775,1.4711405609878363,7,coast,0,0,0,1,,1
1722,GMB-URI,Upper River,GA,The Gambia,Provincial capital,0,0, , ,POINT (-1583296.744654032 1495171.475984878),Basse Santa Su,11354.0,2013.0,0,1271211,,,,Inland perennial,GM,0.0174197439497475,1.578130963793124e-05,31.34228641247811,2432637,Atlantic Ocean,,,Ocean or Sea,,0.7386191638416985,0.0121969897592223,196.9682159590703,7,inland,0,0,0,1,19700.0,1
519,GAB-EST,Estuaire,GB,Gabon,National and provincial capital,703939,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (1052414.062646942 43525.80842123812),Libreville,703940.0,2013.0,1,2710409,Atlantic Ocean,,,Ocean or Sea,,0.9691367288651476,0.0474070493046487,1.2357065087622687,2710409,Atlantic Ocean,,,Ocean or Sea,,0.9691367288651476,0.0474070493046487,1.2357065087622687,3,coast,0,0,0,1,,1
2359,GAB-HOG,Haut-Ogooue,GB,Gabon,Provincial capital,0,0, , ,POINT (1514278.631216878 -181697.6382243382),Masuku (Franceville),110568.0,2013.0,0,1256933,,,,Inland perennial,GA,0.0217750270060543,1.0440957208661863e-05,2.1271950486150097,2442772,Atlantic Ocean,,,Ocean or Sea,,0.604368464963815,0.0174857737508868,372.9035153569431,5,inland,0,0,0,1,593372.0,1
779,GEO-TBL,T'bilisi,GG,Georgia,National and provincial capital,1113800,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4985234.938883861 5119399.045266758),T'Bilisi,1154314.0,2020.0,1,1261788,,,,Inland perennial,GE,0.0230239969633797,3.139513157327951e-05,5.698969063028676,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1189.3524318239945,2,inland,0,1,0,1,,0
1848,GHA-GAC,Greater Accra,GH,Ghana,National and provincial capital,1594419,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-22366.82844468055 619749.2250598329),Accra,2070463.0,2010.0,1,2623999,Atlantic Ocean,,,Ocean or Sea,,0.9648931410067486,0.036821425169374,1.7970518354832858,2623999,Atlantic Ocean,,,Ocean or Sea,,0.9648931410067486,0.036821425169374,1.7970518354832858,2,coast,0,0,0,1,,1
1846,GHA-ASH,Ashanti,GH,Ghana,Provincial capital,1730249,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-180559.9567375904 746089.1411621426),Kumasi,2035064.0,2010.0,0,1261896,,,,Inland perennial,GH,0.0519471881316689,4.839583783917145e-05,9.277824495978532,2486521,Atlantic Ocean,,,Ocean or Sea,,0.668234808844222,0.0114271510039201,177.21712117679044,2,inland,0,0,0,1,35399.0,1
1664,GIB,Gibraltar,GI,Gibraltar,National and provincial capital,34003,7,"Less than 50,000",UN_Data_2010_2020,POINT (-595782.2122937499 4318385.716266151),Gibraltar,33573.0,2015.0,1,2803060,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.364807247482041,0.0249862998712703,0.2922659116527435,2803060,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.364807247482041,0.0249862998712703,0.2922659116527435,7,coast,1,0,1,0,,0
1565,GRD,Grenada,GJ,Grenada,National capital,38251,7,"Less than 50,000",UN_Data_2010_2020,POINT (-6873422.355223078 1353107.169389859),Saint George's,3308.0,2019.0,1,2285519,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,1.8859808377254696,0.0466030069140798,1.0641571254043285,2285519,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,1.8859808377254696,0.0466030069140798,1.0641571254043285,7,coast,1,0,1,1,,0
1595,XGK,Guernsey,GK,Guernsey,National and provincial capital,18958,7,"Less than 50,000",UN_Data_2010_2020,POINT (-282005.8481693297 6351564.125026328),St. Peter Port,19676.0,2023.0,1,2709894,English Channel,Atlantic Ocean,,Ocean or Sea,,1.9386598401108155,0.0532412195538812,0.0,2709894,English Channel,Atlantic Ocean,,Ocean or Sea,,1.9386598401108155,0.0532412195538812,0.0,7,coast,1,0,1,0,,0
1584,GRL-VST,Vestgronland,GL,Greenland,National and provincial capital,18128,7,"Less than 50,000",UN_Data_2010_2020,POINT (-5741859.189469524 9418965.687360805),Nuuk,19872.0,2024.0,1,2338462,Davis Strait,Arctic Ocean,,Ocean or Sea,,45.08188215008023,2.758088372387126,1.241805095643118,2338462,Davis Strait,Arctic Ocean,,Ocean or Sea,,45.08188215008023,2.758088372387126,1.241805095643118,7,coast,1,0,0,0,,0
985,DEU-BER,Berlin,GM,Germany,National and provincial capital,3613495,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (1483618.2344287 6894017.246600147),Berlin,3596999.0,2022.0,1,1229815,,,,Inland perennial,DE,0.0255804302406983,2.736596122023143e-05,10.091217411963507,2709640,Baltic Sea,Atlantic Ocean,,Ocean or Sea,,0.6032217451483857,0.0104033395682971,280.7933499637283,2,inland,0,0,0,1,,1
910,DEU-SHL,Schleswig-Holstein,GM,Germany,Provincial capital,247943,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (1126665.057372562 7231949.082797518),Kiel,249132.0,2022.0,0,2623463,Kieler Hafen,Baltic Sea,Atlantic Ocean,Ocean or Sea,,0.5687446684443478,0.0027649651506897,2.1577312977489376,2623463,Kieler Hafen,Baltic Sea,Atlantic Ocean,Ocean or Sea,,0.5687446684443478,0.0027649651506897,2.1577312977489376,5,coast,0,0,0,1,3347867.0,1
1559,GLP,Guadeloupe,GP,Guadeloupe,National and provincial capital,0,0, , ,POINT (-6871113.047301692 1805292.075397645),Basse-Terre,9779.0,2021.0,1,2803823,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.6565908870787708,0.0192561804284148,1.372468087408797,2803823,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.6565908870787708,0.0192561804284148,1.372468087408797,7,coast,1,0,1,0,,0
1459,GUM,Guam,GQ,Guam,National and provincial capital,1051,7,"Less than 50,000",UN_Data_2010_2020,POINT (16113161.37907282 1513136.44216548),Hagatna,943.0,2020.0,1,2286689,Philippine Sea,Pacific Ocean,,Ocean or Sea,,1.1385312276363917,0.0356575617776808,1.2152257029283582,2286689,Philippine Sea,Pacific Ocean,,Ocean or Sea,,1.1385312276363917,0.0356575617776808,1.2152257029283582,7,coast,1,0,1,0,,0
687,GRC-CGE,Central Greece and Evvoia,GR,Greece,National capital,664046,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (2633039.846698651 4571517.906740225),Athens,3146164.0,2021.0,1,2803407,Aegean Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,1.5271870844050024,0.02882678900687,0.8814319844386964,2803407,Aegean Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,1.5271870844050024,0.02882678900687,0.8814319844386964,2,coast,0,0,0,1,,1
615,GRC-THS,Thessalia,GR,Greece,Provincial capital,144651,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (2495671.698720484 4813764.564089537),Larisa,146374.0,2021.0,0,1271339,,,,Inland perennial,GR,0.0223327611910868,2.0042341955520265e-05,14.33748590508178,2710357,Aegean Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,0.4182009715442945,0.0081198596487885,48.39213228733146,5,inland,0,0,0,1,2999790.0,1
276,GTM-GTM,Guatemala,GT,Guatemala,National and provincial capital,1650000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (-10077185.51542567 1645215.772699171),Guatemala,923392.0,2018.0,1,2218888,Lago de Amatitlán,,,Inland perennial,GT,0.313465972439113,0.0012611097893383,15.968665404097674,2614659,Pacific Ocean,,,Ocean or Sea,,0.506704168520649,0.0060940807606641,80.69349261939277,3,inland,0,0,0,1,,1
334,GTM-IZB,Izabal,GT,Guatemala,Provincial capital,0,0, , ,POINT (-9862572.777656805 1773128.829049643),Puerto Barrios,100593.0,2018.0,0,2332110,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.2198294049460106,0.0015809256390265,0.7406644793956805,2332110,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.2198294049460106,0.0015809256390265,0.7406644793956805,5,coast,0,0,0,1,822799.0,1
1690,GIN-CNK,Conakry,GV,Guinea,National and provincial capital,1879695,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (-1521959.924323388 1068057.982971809),Conakry,1660973.0,2014.0,1,2803710,Atlantic Ocean,,,Ocean or Sea,,0.488379544715713,0.0080325304145513,0.4401288086255616,2803710,Atlantic Ocean,,,Ocean or Sea,,0.488379544715713,0.0080325304145513,0.4401288086255616,2,coast,0,0,0,1,,1
1777,GIN-NZR,Nzerekore,GV,Guinea,Provincial capital,195027,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-981615.4532161829 865930.9780911169),Nzerekore,195027.0,2014.0,0,1303137,,,,Inland perennial,LR,0.017897969449261,1.3769988489055196e-05,54.90079132212777,2657815,Atlantic Ocean,,,Ocean or Sea,,0.9722289331043285,0.0464948165431988,247.95848149979213,5,inland,0,0,0,1,1465946.0,1
1546,GUY-DMM,Demerara-Mahaica,GY,Guyana,National capital,24849,7,"Less than 50,000",UN_Data_2010_2020,POINT (-6475454.411232643 755392.5139232315),Georgetown,118369.0,2012.0,1,2258395,Demerara,,,Inland perennial,GY,1.785496908973566,0.0039561987166831,0.8778824262743679,2599985,Atlantic Ocean,,,Ocean or Sea,,0.5839684292769409,0.0081963854985235,4.915600982127817,5,coast,1,0,1,1,,0
407,HTI-OUE,Ouest,HA,Haiti,National and provincial capital,2874000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (-8053197.792735261 2099281.241403823),Port-au-Prince,875978.0,2009.0,1,2413091,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.4249726223591264,0.0067527919063092,2.074020143822556,2413091,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.4249726223591264,0.0067527919063092,2.074020143822556,3,coast,0,0,0,1,,1
405,HTI-CNT,Centre,HA,Haiti,Provincial capital,0,0, , ,POINT (-8015448.136189679 2171779.105850022),Hinche,30595.0,2009.0,0,2218077,Lac de Peligre,,,Inland perennial,HT,1.2284289714971095,0.0022706414567786,26.20710014237302,2374278,Atlantic Ocean,,,Ocean or Sea,,2.077269148702227,0.0510295346972532,62.68766744877563,7,inland,0,0,0,1,845383.0,1
349,HND-FMR,Francisco Morazan,HO,Honduras,National and provincial capital,996658,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-9707393.287082622 1585577.468578819),Tegucigalpa,1132000.0,2023.0,1,1271770,,,,Inland perennial,HN,0.0282177396262766,2.225582451773868e-05,5.536605311381337,2674054,Golfo de Fonseca,Pacific Ocean,,Ocean or Sea,,0.7229340609010838,0.0016717977164195,81.0726221798,2,inland,0,0,0,1,,1
314,HND-ATL,Atlantida,HO,Honduras,Provincial capital,176212,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-9670546.32365652 1776368.140221483),La Ceiba,209000.0,2023.0,0,2623588,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.7934202673686386,0.0163425658076457,0.9958180634306376,2623588,Caribbean Sea,Atlantic Ocean,,Ocean or Sea,,0.7934202673686386,0.0163425658076457,0.9958180634306376,5,coast,0,0,0,1,923000.0,1
984,HRV,Croatia,HR,Croatia,National capital,790017,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (1777104.617086875 5749475.079366432),Zagreb,663592.0,2021.0,1,2211870,Jezero Jarun,,,Inland perennial,HR,0.0853899883337919,8.908732005563741e-05,5.220059750953972,2646074,Adriatic Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,0.503363744136829,0.0118094422084113,166.09189641258007,3,inland,0,0,0,1,,1
978,HRV,Croatia,HR,Croatia,Other,128624,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (1606707.649623842 5674145.77962227),Rijeka,107964.0,2021.0,0,2436472,Adriatic Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,1.3485397391648506,0.0204291435543543,0.8214591724923155,2436472,Adriatic Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,1.3485397391648506,0.0204291435543543,0.8214591724923155,5,coast,0,0,0,1,555628.0,1
2042,HUN-BDP,Budapest,HU,Hungary,National capital and provincial capital enclave,1751010,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (2125534.839895436 6026543.412662773),Budapest,1685342.0,2022.0,1,2205123,Danube,,,Inland perennial,AT,65.09661816705383,0.1654558790808565,4.743090181984319,2646074,Adriatic Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,0.503363744136829,0.0118094422084113,611.0927025235025,2,inland,0,1,0,1,,0
1602,ISL-RYK,Reykjavik,IC,Iceland,National and provincial capital,127417,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-2437340.430406353 9384128.756427735),Reykjavik,239733.0,2024.0,1,2804415,Atlantic Ocean,,,Ocean or Sea,,11.715336477488172,0.331324406496691,3.251248136248142,2804415,Atlantic Ocean,,,Ocean or Sea,,11.715336477488172,0.331324406496691,3.251248136248142,5,coast,1,0,1,1,,0
1482,IDN-JRA,Jakarta Raya,ID,Indonesia,National and provincial capital,9607787,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (11888921.9951775 -687799.1996409829),Jakarta,9607787.0,2010.0,1,2803645,Java Sea,Pacific Ocean,,Ocean or Sea,,1.3732844278327834,0.0291176306208677,4.565406173369462,2803645,Java Sea,Pacific Ocean,,Ocean or Sea,,1.3732844278327834,0.0291176306208677,4.565406173369462,1,coast,0,0,0,1,,1
1469,IDN-JBA,Jawa Barat,ID,Indonesia,Provincial capital,2394873,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (11978756.15311326 -771313.4556837199),Bandung,2394873.0,2010.0,0,1273245,,,,Inland perennial,ID,0.020874955006642,2.259213760868717e-05,11.580452260097648,2572256,Indian Ocean,,,Ocean or Sea,,0.8135772530881622,0.0163295253530661,69.23018562852783,2,inland,0,0,0,1,7212914.0,1
1616,XIM,Isle of Man,IM,Isle of Man,National and provincial capital,0,0, , ,POINT (-498620.3275496048 7198982.485234264),Douglas,26677.0,2021.0,1,2623775,Irish Sea,Atlantic Ocean,,Ocean or Sea,,0.9850032274927204,0.0287362100337453,0.2528618157911009,2623775,Irish Sea,Atlantic Ocean,,Ocean or Sea,,0.9850032274927204,0.0287362100337453,0.2528618157911009,7,coast,1,0,1,0,,0
1038,IND-DEL,Delhi,IN,India,National capital,257803,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (8595729.435482036 3320868.324907529),New Delhi,257803.0,2011.0,1,2252349,Yamuna,,,Inland perennial,BD,23.72236478507667,0.0309055534120814,6.335561796609813,2439573,Gulf of Khambhat,Arabian Sea,Indian Ocean,Ocean or Sea,,1.0039924338848762,0.0211754278483315,927.152935822078,4,inland,0,0,0,1,,1
1123,IND-GOA,Goa,IN,India,Provincial capital,0,0, , ,POINT (8217382.217804342 1745967.053077242),Panaji,114759.0,2011.0,0,2255404,,,,Inland perennial,IN,0.8353931182349349,0.0014183480655615,0.2842763328958386,2643635,Arabian Sea,Indian Ocean,,Ocean or Sea,,1.0036303545842593,0.0486525750580076,1.4433299714938452,5,coast,0,0,0,1,143044.0,1
2216,IRN-TER,Tehran,IR,Iran,National and provincial capital,8693706,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (5727164.754477739 4269568.653985873),Tehran,8693706.0,2016.0,1,1286292,,,,Inland perennial,IR,0.2332226508647484,0.0003083750256239,20.09884167976235,2643896,Persian Gulf,Indian Ocean,,Ocean or Sea,,0.6865539637560172,0.0282138024311404,755.8077788192987,1,inland,0,0,0,1,,1
2294,IRN-HRM,Hormozgan,IR,Iran,Provincial capital,526648,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (6264393.403491385 3147857.126599395),Bandar-E Abbas,526648.0,2016.0,0,2437873,Persian Gulf,Indian Ocean,,Ocean or Sea,,1.1761396376291884,0.0347423276248936,2.291941074619122,2437873,Persian Gulf,Indian Ocean,,Ocean or Sea,,1.1761396376291884,0.0347423276248936,2.291941074619122,3,coast,0,0,0,1,8167058.0,1
826,ISR-YRS,Yerushalayim,IS,Israel,National and provincial capital,910370,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (3921253.261688584 3733647.517559947),Jerusalem,981711.0,2022.0,1,2205235,Dead Sea,,,Inland perennial,PS,0.5187940468131708,0.0139347539852409,27.01006930012532,2696476,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.8903192054378325,0.040819530587157,61.70024669069958,3,inland,0,0,0,1,,1
812,ISR-TAV,Tel Aviv,IS,Israel,Provincial capital,447730,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (3870578.396235606 3769219.551245259),Tel Aviv-Yafo,474530.0,2022.0,0,2696475,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.0849841197332464,0.0546684658272643,2.19511669922417,2696475,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.0849841197332464,0.0546684658272643,2.19511669922417,4,coast,0,0,0,1,507181.0,1
600,ITA-LAZ,Lazio,IT,Italy,National and provincial capital,2864467,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (1393719.951054201 5143020.498696454),Rome,2754719.0,2024.0,1,2218731,Lago Albano,,,Inland perennial,IT,0.0974236596819338,0.0006253739723839,23.443603238079863,2436905,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.28330312588405,0.0034283766988256,32.96461084664908,2,inland,0,0,0,1,,1
590,ITA-CMP,Campania,IT,Italy,Other,962666,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (1586305.462456011 4987793.295744269),Naples,911697.0,2024.0,0,2623648,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.020329589430273,0.0108062418280775,0.2434051004645492,2623648,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.020329589430273,0.0108062418280775,0.2434051004645492,3,coast,0,0,0,1,1843022.0,1
1822,CIV-YMS,Yamoussoukro,IV,Cote d'Ivoire,National and provincial capital,212670,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-588100.8284406138 760774.3070535831),Yamoussoukro,212670.0,2014.0,1,1192787,,,,Inland perennial,CI,0.0410228043009138,4.476084638756016e-05,0.0,2349925,Atlantic Ocean,,,Ocean or Sea,,1.1249844967799842,0.073130323956042,189.84961600512528,5,inland,0,0,0,1,,1
1768,CIV-SNP,San-Pedro,IV,Cote d'Ivoire,Provincial capital,164944,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-738826.9813783647 530714.6677080785),San Pedro,164944.0,2014.0,0,1192683,,,,Inland perennial,CI,0.0143378627040852,1.2165927103308308e-05,0.372461186325805,2365353,Atlantic Ocean,,,Ocean or Sea,,0.0150255287410995,6.633468774520978e-06,2.345077315673921,5,coast,0,0,0,1,47726.0,1
832,IRQ-BGH,Baghdad,IZ,Iraq,National and provincial capital,7816000,1,"5,000,000 and greater",UN_Habitat_2020,POINT (4942362.689548385 3939721.529680526),Baghdad,6719476.0,2018.0,1,2247069,Tigris,,,Inland perennial,IQ,23.836920879971565,0.0192034341544132,0.2655014947243426,2623033,Persian Gulf,Indian Ocean,,Ocean or Sea,,4.426991765743238,0.0366517824416892,593.236545246881,1,inland,0,1,0,1,,0
1460,JPN-KNT,Kanto,JA,Japan,National and provincial capital,9272740,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (15563467.39689217 4257090.153823774),Tokyo,9733276.0,2020.0,1,1290114,,,,Inland perennial,JP,0.1483529292329666,0.0001070222443145,1.703309094441943,2803587,Pacific Ocean,,,Ocean or Sea,,2.337602393167772,0.0176845984769606,2.7231663890319826,1,coast,0,0,0,1,,1
1464,JPN-KIN,Kinki,JA,Japan,Other,1475183,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (15112177.63081539 4165104.412025819),Kyoto,1463723.0,2020.0,0,1289900,,,,Inland perennial,JP,0.0134412312515235,9.407229642636883e-06,7.344959490789296,2614773,Seto Naikai,Pacific Ocean,,Ocean or Sea,,4.896132143662958,0.085509146043145,54.72313301472143,2,inland,0,0,0,1,8269553.0,1
1596,XJE,Jersey,JE,Jersey,National and provincial capital,0,0, , ,POINT (-233770.5494648796 6306020.816478049),St. Helier,35822.0,2021.0,1,2609769,English Channel,Atlantic Ocean,,Ocean or Sea,,1.1212924016354242,0.0576384293190687,1.207889297865672,2609769,English Channel,Atlantic Ocean,,Ocean or Sea,,1.1212924016354242,0.0576384293190687,1.207889297865672,7,coast,1,0,1,0,,0
400,JAM-KNG,Kingston,JM,Jamaica,National and provincial capital,592291,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (-8549283.423937166 2033677.540405365),Kingston,584627.0,2011.0,1,2480631,Atlantic Ocean,,,Ocean or Sea,,0.7909817728895148,0.0047559864996448,0.2327597089239348,2480631,Atlantic Ocean,,,Ocean or Sea,,0.7909817728895148,0.0047559864996448,0.2327597089239348,3,coast,0,0,0,1,,1
398,JAM-SCT,Saint Catherine,JM,Jamaica,Provincial capital,149479,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (-8566257.193616476 2036962.846226352),Spanish Town,147152.0,2011.0,0,1289018,,,,Inland perennial,JM,0.0703525858452415,5.010685773115436e-05,9.531997108216803,2480631,Atlantic Ocean,,,Ocean or Sea,,0.7909817728895148,0.0047559864996448,10.169706550865287,5,inland,0,0,0,1,437475.0,1
824,JOR-AMM,'Amman,JO,Jordan,National and provincial capital,4007526,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4000032.735580252 3756667.657578032),Amman,1812059.0,2015.0,1,1289030,,,,Inland perennial,JO,0.0469974234118371,6.299790287551627e-05,30.160937646896333,2696473,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.362839447434825,0.0038173312313185,129.29312116490044,2,inland,0,1,0,1,,0
2446,KEN-NAR,Nairobi Area,KE,Kenya,National and provincial capital,4397073,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4097002.244008185 -141387.2139429134),Nairobi,4828000.0,2019.0,1,1290957,,,,Inland perennial,KE,0.0185944518401426,1.037533095899494e-05,18.9904917194264,2623788,Indian Ocean,,,Ocean or Sea,,0.8110668301745592,0.0380543361709597,411.0382869445152,2,inland,0,0,0,1,,1
2427,KEN-COA,Coast,KE,Kenya,Provincial capital,1411000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (4414362.319343761 -451325.3126267015),Mombasa,1208333.0,2019.0,0,2255573,,,,Inland perennial,KE,0.9794600116466112,0.0023368499208155,0.9339280818365704,2803309,Indian Ocean,,,Ocean or Sea,,0.5262900691240857,0.0124083623952206,3.528301851080194,2,coast,0,0,0,1,3619667.0,1
1049,KGZ-BSK,Bishkek,KG,Kyrgyzstan,National and provincial capital,991257,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (8323358.596351802 5293723.805101711),Bishkek,1145044.0,2023.0,1,1291146,,,,Inland perennial,KG,0.0338014215156755,5.920852345311783e-05,10.181552360013365,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.0093043392612486,2524.658632322245,2,inland,0,1,0,1,,0
