FID,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,POP_SOURCE,geometry,CITY_NAME,POP_updated,POP_updated_year,capital,index__water,Name1__waterbody,Name2__waterbody,Name3__waterbody,TYPE__waterbody,ISO_CC__waterbody,SHAPE_Length__waterbody,SHAPE_Area__waterbody,distance_water,index__sea,Name1__sea,Name2__sea,Name3__sea,TYPE__sea,ISO_CC__sea,SHAPE_Length__sea,SHAPE_Area__sea,distance_sea,POP_rank_updated,city_type,all_coast,all_inland,single_city_cntry,UN
733,TUR-MLT,Malatya,TU,Turkey,Provincial capital,0,0, , ,POINT (4264538.859525466 4629697.927283095),Malatya,485484.0,2022.0,0,2247284,Tohma Cayi,,,Inland perennial,TR,0.4541953092568974,0.0014987811087592,17.13979572020317,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,319.6657347282282,4,inland,0,0,0,1
734,TUR-ADY,Adiyaman,TU,Turkey,Provincial capital,0,0, , ,POINT (4261198.607607132 4546281.032141916),Adiyaman,273241.0,2022.0,0,2206422,Egri Cay,,,Inland perennial,TR,0.775493547941177,0.0026027698531562,6.825155834095304,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,268.4883766149409,4,inland,0,0,0,1
735,TUR-KMA,Kahraman Maras,TU,Turkey,Provincial capital,0,0, , ,POINT (4111807.962262603 4521105.164465817),Kahramanmaras,571266.0,2022.0,0,2037685,,,,Inland perennial,TR,1.167490600569849,0.0028919026891891,11.413507725234034,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,134.00257050052653,3,inland,0,0,0,1
736,TUR-URF,Urfa,TU,Turkey,Provincial capital,0,0, , ,POINT (4318862.55639241 4461292.841092103),Sanhurfa,596637.0,2022.0,0,2198823,Atatürk Baraji,,,Inland perennial,TR,4.735835585869781,0.0361422045515631,34.96525749415425,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,293.1753029295609,3,inland,0,0,0,1
737,TUR-GZN,Gaziantep,TU,Turkey,Provincial capital,0,0, , ,POINT (4162235.352523406 4448729.144665694),Gaziantep,1806690.0,2023.0,0,2037618,,,,Inland perennial,TR,0.0189911636997754,2.397990137059819e-05,24.35474111520081,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,137.70834469711784,2,inland,0,0,0,1
738,RUS-KCH,Karachayevo-Cherkesskaya Resp.,RS,Russia,Provincial capital,126884,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (4682432.111846467 5509186.235794394),Cherkessk,113226.0,2021.0,0,2233380,Ozero Maloye,,,Inland perennial,RU,0.0767813706924914,0.0002653160780604,15.570990268323486,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1271.3222340241837,5,inland,0,0,0,1
739,TUR-KRS,Kirsehir,TU,Turkey,Provincial capital,0,0, , ,POINT (3803898.587611176 4742032.180933354),Kirsehir,150700.0,2022.0,0,19105,Seyfe Gölü,,,Inland intermittent,TR,0.826792438872778,0.0066246053988392,22.34012559517538,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,334.103669715341,5,inland,0,0,0,1
740,TUR-KYS,Kayseri,TU,Turkey,Provincial capital,0,0, , ,POINT (3949504.137287148 4683211.969317597),Kayseri,988578.0,2022.0,0,2037841,,,,Inland perennial,TR,0.0436088116996974,7.879699883146844e-05,15.673700572823057,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,260.511748751823,3,inland,0,0,0,1
741,TUR-NVS,Nevsehir,TU,Turkey,Provincial capital,0,0, , ,POINT (3865457.811395376 4667955.579416538),Nevsehir,123882.0,2022.0,0,2037804,,,,Inland perennial,TR,0.0350174142397738,5.785602714498202e-05,24.153380501828767,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,255.06186448107945,5,inland,0,0,0,1
742,TUR-NIG,Nigde,TU,Turkey,Provincial capital,0,0, , ,POINT (3862118.572662674 4576036.541388511),Nigde,161224.0,2022.0,0,2037729,,,,Inland perennial,TR,0.0706604822220706,0.0001136222611701,9.277698867465263,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,163.18544950160154,5,inland,0,0,0,1
743,TUR-ADA,Adana,TU,Turkey,Provincial capital,0,0, , ,POINT (3932249.844142997 4439106.640839056),Seyhan,787771.0,2023.0,0,2037624,,,,Inland perennial,TR,1.1217358292128676,0.0050466754992048,5.572825400914795,2645286,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.4545367667079725,0.0015013912950323,48.02607211366556,3,inland,0,0,0,1
744,TUR-ICE,Icel,TU,Turkey,Provincial capital,0,0, , ,POINT (3856775.565947325 4410849.400907212),Mersin,1040507.0,2022.0,0,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,0.0,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,0.0,2,coast,0,0,0,1
745,TUR-HAT,Hatay,TU,Turkey,Provincial capital,0,0, , ,POINT (4020490.021624062 4332775.453004361),Antioch,,,0,2037567,,,,Inland perennial,TR,0.0339972464618124,2.314446660806045e-05,12.601300368096256,2351353,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.4966962762530438,0.0099832436631922,26.44071572030207,0,inland,0,0,0,1
746,SYR-ALD,Al Ladhiqiyah,SY,Syria,Provincial capital,0,0, , ,POINT (3984347.36957376 4234910.580696249),Al Ladhiqiyah,383786.0,2004.0,0,2645253,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.0392865098543584,0.0604681553397677,2.0564064994773394,2645253,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.0392865098543584,0.0604681553397677,2.0564064994773394,4,coast,0,0,0,1
747,CYP-FMG,Farmagusta,CY,Cyprus,Provincial capital,0,0, , ,POINT (3779296.525005015 4178295.883330792),Ammochostos,37868.0,2011.0,0,2803792,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6402267128571388,0.0168373059496204,1.2657384778752632,2803792,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6402267128571388,0.0168373059496204,1.2657384778752632,7,coast,0,0,0,1
748,SYR-TRT,Tartus,SY,Syria,Provincial capital,0,0, , ,POINT (3996147.463486556 4149214.190444557),Tartus,115769.0,2004.0,0,2645246,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.2754942622041264,0.0031644032066402,2.318752916705159,2645246,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.2754942622041264,0.0031644032066402,2.318752916705159,5,coast,0,0,0,1
749,LBN-ASH,Ash Shamal,LE,Lebanon,Other,0,0, , ,POINT (4008289.185167647 4075054.12463111),Tripoli,450000.0,2017.0,0,2643612,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.566291669833144,0.0179962449227423,20.25543624961833,2643612,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.566291669833144,0.0179962449227423,20.25543624961833,4,coast,0,0,0,1
750,LBN-BYR,Bayrut,LE,Lebanon,National and provincial capital,2302000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (3951841.519660886 4013146.303846376),Beirut,1650000.0,2017.0,1,2358472,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.2241404477184282,0.0015542330167259,2.4832929176353,2358472,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.2241404477184282,0.0015542330167259,2.4832929176353,2,coast,0,0,0,1
751,LBN-ABI,Al Biqa',LE,Lebanon,Provincial capital,0,0, , ,POINT (3998484.827438754 4007739.794286323),Zahle,140000.0,2017.0,0,2033996,,,,Inland perennial,SY,0.0205653465711507,1.2047021306171117e-05,33.01381126274443,2623425,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584668128773247,0.0202941127787657,37.02287664598933,5,inland,0,0,0,1
752,LBN-JLB,Jabal Lubnan,LE,Lebanon,Provincial capital,0,0, , ,POINT (3955548.452664529 4006440.725856047),B'abda,,,0,2623424,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.080844567879928,0.0566230350861081,5.600443711958663,2623424,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.080844567879928,0.0566230350861081,5.600443711958663,0,inland,0,0,0,1
753,SYR-HAL,Halab,SY,Syria,Other,0,0, , ,POINT (4136552.276129294 4330320.161394306),Aleppo,2132100.0,2004.0,0,2034043,,,,Inland perennial,SY,0.0540751859306,0.0001490019221236,29.837384376017003,2645293,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.1190338480447533,0.0579408830675077,119.56657691272424,2,inland,0,0,0,1
754,SYR-ARQ,Ar Raqqah,SY,Syria,Provincial capital,0,0, , ,POINT (4345578.56631158 4293330.958797993),Ar Raqqah,220488.0,2004.0,0,2207209,Euphrates,,,Inland perennial,SY,13.501789800587924,0.015447215401904,1.5972406143501725,2645293,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.1190338480447533,0.0579408830675077,328.8476231964988,5,inland,0,0,0,1
755,SYR-IDL,Idlib,SY,Syria,Provincial capital,0,0, , ,POINT (4078857.287021067 4291406.737752006),Idlib,98791.0,2004.0,0,2253854,,,,Inundated area,SY,0.034140705801295,7.247502081149188e-05,16.072784537336627,2645236,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.5391278066800034,0.011575232629233,74.23598965398621,6,inland,0,0,0,1
756,SYR-HAM,Hamah,SY,Syria,Provincial capital,0,0, , ,POINT (4091214.411964177 4182650.370437825),Hamah,312994.0,2004.0,0,18013,,,,Inland intermittent,SY,0.0770027660800576,9.97970410344466e-05,15.919224432450983,2645276,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.5279176822410175,0.0129294376676222,89.25279718927418,4,inland,0,0,0,1
757,SYR-HIM,Hims,SY,Syria,Other,0,0, , ,POINT (4087448.36418521 4127773.833612235),Homs,652609.0,2004.0,0,2034002,,,,Inland perennial,SY,0.0299755372764855,5.2530344791985165e-05,14.05305217716482,2643612,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.566291669833144,0.0179962449227423,83.35270198414692,3,inland,0,0,0,1
758,TUR-SIN,Sinop,TU,Turkey,Provincial capital,0,0, , ,POINT (3913214.204891338 5164425.044839849),Sinop,45629.0,2022.0,0,2258227,Black Sea,,,Inland perennial,TR,33.19070909611299,18.78149204787036,0.0446418435605535,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,741.1237680894499,7,inland,0,0,0,1
759,TUR-KST,Kastamonu,TU,Turkey,Provincial capital,0,0, , ,POINT (3760706.72426764 5069889.811548608),Kastamonu,128707.0,2022.0,0,2038183,,,,Inland perennial,TR,0.0744039321301977,9.96633262143364e-05,11.31440603009667,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,664.7159376472129,5,inland,0,0,0,1
760,TUR-SMS,Samsun,TU,Turkey,Provincial capital,0,0, , ,POINT (4044348.682311191 5055655.487798851),Samsun,639930.0,2022.0,0,2258227,Black Sea,,,Inland perennial,TR,33.19070909611299,18.78149204787036,0.728666928099663,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,627.2577614238031,3,inland,0,0,0,1
761,TUR-AMS,Amasya,TU,Turkey,Provincial capital,0,0, , ,POINT (3989134.321601293 4960853.451776522),Amasya,116353.0,2022.0,0,2038087,,,,Inland perennial,TR,0.0870537958479073,0.0003747741873146,34.780532276629444,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,531.7685686887793,5,inland,0,0,0,1
762,TUR-COR,Corum,TU,Turkey,Provincial capital,0,0, , ,POINT (3892174.834500168 4946777.677841542),Corum,269594.0,2022.0,0,2038050,,,,Inland perennial,TR,0.0486483062437408,7.873574965715962e-05,40.1360893335586,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,530.2280320085691,4,inland,0,0,0,1
763,TUR-YZG,Yozgat,TU,Turkey,Provincial capital,0,0, , ,POINT (3875587.770138256 4839529.386400248),Yozgat,92643.0,2022.0,0,2037964,,,,Inland perennial,TR,0.023849938201023,2.6323194281519832e-05,20.204681688359955,2645290,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.6584706786336949,0.015016725707221,426.7461920854586,6,inland,0,0,0,1
764,UKR-KRM,Crimean,UP,Ukraine,Provincial capital,0,0, , ,POINT (3796439.625633158 5615541.452245928),Simferopol',340540.0,2022.0,0,2241523,Salgirskoye Vodokhranilishche,,,Inland perennial,UA,0.1262056047972524,0.0002756260549715,5.901994495150664,2436178,Aegean Sea,Mediterranean Sea,Atlantic Ocean,Ocean or Sea,,0.3590406457992397,0.004843206666955,1042.5735614268976,4,inland,0,1,0,1
765,TUR-ORD,Ordu,TU,Turkey,Provincial capital,0,0, , ,POINT (4216336.627515232 5009982.247231718),Ordu,190425.0,2022.0,0,2258227,Black Sea,,,Inland perennial,TR,33.19070909611299,18.78149204787036,0.5521858039407374,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,616.3967589613798,5,inland,0,0,0,1
766,TUR-GRS,Giresun,TU,Turkey,Provincial capital,0,0, , ,POINT (4273555.732550252 4999517.796641205),Giresun,125682.0,2022.0,0,2258227,Black Sea,,,Inland perennial,TR,33.19070909611299,18.78149204787036,1.0263280761322275,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,628.2607412936408,5,inland,0,0,0,1
767,TUR-TOK,Tokat,TU,Turkey,Provincial capital,0,0, , ,POINT (4070175.023151468 4910508.941208621),Tokat,163405.0,2022.0,0,2038051,,,,Inland perennial,TR,0.415469157959499,0.0021421009266512,39.57252426672386,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,485.00278252450624,5,inland,0,0,0,1
768,TUR-SIV,Sivas,TU,Turkey,Provincial capital,0,0, , ,POINT (4120824.835287388 4829389.028307389),Sivas,365270.0,2022.0,0,2037948,,,,Inland perennial,TR,0.022883862211958,1.761847275109131e-05,11.96589785280175,2645289,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.1529495047358376,0.0006835897738521,415.2835631644122,4,inland,0,0,0,1
769,GEO-AJR,Ajaria,GG,Georgia,Provincial capital,155000,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (4634600.576820906 5106210.572922306),Bat'umi,169095.0,2020.0,0,2258224,Black Sea,,,Inland perennial,GE,6.949488691166043,2.229819002684834,2.5591212914624624,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,918.6339751826964,5,inland,0,1,0,1
770,TUR-ART,Artvin,TU,Turkey,Provincial capital,0,0, , ,POINT (4655158.057711394 5039371.865261466),Coruh,,,0,2205463,Deriner Reservoir,,,Inland perennial,TR,1.486990120563806,0.0027259084310612,5.569389250700808,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,884.6309424220705,0,inland,0,0,0,1
771,TUR-RIZ,Rize,TU,Turkey,Provincial capital,0,0, , ,POINT (4511000.202908681 5015292.397151629),Rize,122555.0,2022.0,0,2258227,Black Sea,,,Inland perennial,TR,33.19070909611299,18.78149204787036,1.135133567099394,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,769.0117654273689,5,inland,0,0,0,1
772,TUR-TRB,Trabzon,TU,Turkey,Provincial capital,0,0, , ,POINT (4421387.472083976 5012489.600326739),Trabzon,293661.0,2022.0,0,2258227,Black Sea,,,Inland perennial,TR,33.19070909611299,18.78149204787036,1.630801428781024,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,712.450366800662,4,inland,0,0,0,1
773,TUR-GMS,Gumshane,TU,Turkey,Provincial capital,0,0, , ,POINT (4395338.709368584 4933600.381502176),Gumushane,38105.0,2022.0,0,2038023,,,,Inland perennial,TR,0.035627530268852,3.442393967140556e-05,72.77452965991858,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,633.1429295982264,7,inland,0,0,0,1
774,TUR-ERR,Erzurum,TU,Turkey,Provincial capital,0,0, , ,POINT (4596604.45826876 4852001.904295887),Erzurum,422636.0,2022.0,0,2037998,,,,Inland perennial,TR,0.0353365079879985,4.463312416984935e-05,32.134358652840355,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,717.9035179144943,4,inland,0,0,0,1
775,TUR-ERZ,Erzincan,TU,Turkey,Provincial capital,0,0, , ,POINT (4397676.073320783 4828231.998148622),Erzincan,135682.0,2022.0,0,2037958,,,,Inland perennial,TR,0.0232688005501441,2.9363356368977988e-05,55.01431765068777,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,553.579545080196,5,inland,0,0,0,1
776,RUS-KBK,Kabardino-Balkarskaya Resp.,RS,Russia,Provincial capital,265051,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (4818575.963169004 5385626.859261121),Nal'chik,247054.0,2021.0,0,1348991,,,,Inland perennial,RU,0.0135222349762258,1.0390062670962845e-05,43.01578300239654,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1250.4135371953648,5,inland,0,0,0,1
777,RUS-NOS,Respublika Severnaya Osetiya,RS,Russia,Provincial capital,327448,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (4972271.671040395 5319584.993317002),Vladikavkaz,295830.0,2021.0,0,1348966,,,,Inland perennial,RU,0.027553224141689,1.916729589609618e-05,28.03017744153035,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1307.4765431624223,4,inland,0,0,0,1
778,RUS-ING,Ingushskaya Respublika,RS,Russia,Provincial capital,100574,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (4985220.901657696 5347504.798373895),Nazran,122350.0,2021.0,0,1348968,,,,Inland perennial,RU,0.0166367071443092,1.8354285414099656e-05,3.910783317705993,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1336.1044656122317,5,inland,0,0,0,1
779,GEO-TBL,T'bilisi,GG,Georgia,National and provincial capital,1113800,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4985234.938883861 5119399.045266758),T'Bilisi,1154314.0,2020.0,1,1261788,,,,Inland perennial,GE,0.0230239969633797,3.139513157327951e-05,5.698969063028676,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1189.3524318239945,2,inland,0,1,0,1
780,TUR-KAR,Kars,TU,Turkey,Provincial capital,0,0, , ,POINT (4795420.619093579 4952492.910635239),Kars,91449.0,2022.0,0,2038082,,,,Inland perennial,TR,0.087989331617884,0.0004172780942351,24.937505877392606,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,937.9222222713024,6,inland,0,0,0,1
781,ARM,Armenia,AM,Armenia,National capital,1079732,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (4957354.741848419 4896218.999234366),Yerevan,1086677.0,2022.0,1,26548,,,,Inland perennial,AM,0.0308101741025947,5.098848124479463e-05,8.420699462122432,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,1047.2054633759076,2,inland,0,1,1,1
782,TUR-AGR,Agri,TU,Turkey,Provincial capital,0,0, , ,POINT (4793640.286171706 4825915.681712664),Agri,120633.0,2022.0,0,2199535,Balik Gölü,,,Inland perennial,TR,0.3165630376816165,0.0034370547649647,52.37060958220784,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,869.6829781364146,5,inland,0,0,0,1
783,TUR-TNC,Tunceli,TU,Turkey,Provincial capital,0,0, , ,POINT (4400826.970058183 4738401.649483233),Tunceli,36291.0,2022.0,0,2213374,Keban Baraji,,,Inland perennial,TR,0.7756081489278768,0.0024453795617611,23.02248280019817,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,493.9353742863554,7,inland,0,0,0,1
784,TUR-BNG,Bingol,TU,Turkey,Provincial capital,0,0, , ,POINT (4508217.00044221 4705212.735363187),Bingol,133423.0,2022.0,0,2037864,,,,Inland perennial,TR,0.1127458790358586,0.000368767939218,26.44671011430784,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,562.1009727684745,5,inland,0,0,0,1
785,TUR-MUS,Mus,TU,Turkey,Provincial capital,0,0, , ,POINT (4619981.211033668 4683069.432627457),Mus,116707.0,2022.0,0,2037839,,,,Inland perennial,TR,0.0592417283501493,8.998584613874669e-05,24.73633784751361,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,650.1810182260022,5,inland,0,0,0,1
786,TUR-BTL,Bitlis,TU,Turkey,Provincial capital,0,0, , ,POINT (4689110.626155015 4635235.298829829),Bitlis,54567.0,2022.0,0,2249727,Van Gölü,,,Inland perennial,TR,6.167652182396093,0.3695069970971485,23.491865582663507,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,696.4965386669061,6,inland,0,0,0,1
787,TUR-SII,Siirt,TU,Turkey,Provincial capital,0,0, , ,POINT (4667960.026404737 4571517.906740225),Siirt,161328.0,2022.0,0,2037739,,,,Inland perennial,TR,0.0335872874969454,2.617452913278876e-05,49.54410330148269,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,657.9626281073378,5,inland,0,0,0,1
788,TUR-DYR,Diyarbakir,TU,Turkey,Provincial capital,0,0, , ,POINT (4478494.371417389 4567284.423817872),Diyarbakir,1087786.0,2022.0,0,2037727,,,,Inland perennial,TR,0.02722631711646,4.052269107853966e-05,6.774407839301199,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,475.2474187261863,2,inland,0,0,0,1
789,TUR-MRD,Mardin,TU,Turkey,Provincial capital,0,0, , ,POINT (4536269.512718632 4482124.987828137),Mardin,133381.0,2022.0,0,2037669,,,,Inland perennial,TR,0.0594935452869446,7.249220176527929e-05,51.10136555595416,2351347,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,1.065728184176604,0.0469262668300316,511.1302287121039,5,inland,0,0,0,1
790,SYR-AHS,Al Hasakah,SY,Syria,Provincial capital,0,0, , ,POINT (4538162.051342146 4368671.463401873),Al-Hasakah,188160.0,2004.0,0,2034044,,,,Inland perennial,SY,0.9709372027123632,0.0057864913992723,11.626729247050976,2645284,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.0509978682841675,5.131970529665418e-05,507.171738934972,5,inland,0,0,0,1
791,SYR-DAZ,Dayr az Zawr,SY,Syria,Provincial capital,0,0, , ,POINT (4469923.318485348 4209636.202347768),Dayr az Zawr,211857.0,2004.0,0,2207209,Euphrates,,,Inland perennial,SY,13.501789800587924,0.015447215401904,0.4976448418349518,2645276,Mediterranean Sea,Atlantic Ocean,,Ocean or Sea,,0.5279176822410175,0.0129294376676222,467.9938156072452,5,inland,0,0,0,1
